#timestamp x y z q_w q_x q_y q_z
0.208317995071411 0.483410124849741 0.312985322210350 -0.779745744902339 0.999968502553865 0.007899341184202 -0.000726766927489 -0.000257135899618
0.312477111816406 1.279746514429305 0.299915003721189 -0.768796748244862 0.999960352031297 0.008845442018256 -0.001023179879298 -0.000074992540396
0.416635036468506 2.762017742302851 0.312374269371538 -0.747536989911924 0.999959259255357 0.008898538613564 -0.000993647160823 -0.001143899183385
0.520791053771973 4.110611538780745 0.313821488370485 -0.733501193638476 0.999958679443987 0.009031627441789 -0.000620518021337 -0.000827083899632
0.624973058700562 5.515141902813554 0.328177549061647 -0.712552767384258 0.999952605470093 0.009714241551466 0.000086749935420 -0.000642494436870
0.729156970977783 6.825666956470561 0.330838695392956 -0.694643443636883 0.999952063581286 0.009759984300704 0.000391284360705 -0.000678338063553
0.833317041397095 8.217383033999649 0.340807439221323 -0.676928572673368 0.999956081100957 0.009361445994141 -0.000235303519063 -0.000379249747992
0.937476158142090 9.559337110571288 0.350928527058381 -0.660236417194660 0.999965979265954 0.008167853497597 -0.001138053760654 -0.000176956387657
1.041657924652100 10.920641766303968 0.363609460257396 -0.640300040299467 0.999978620169627 0.006344086673594 -0.001568358645218 -0.000228076934802
1.145864009857178 12.264838902324513 0.379066546266746 -0.628368228515112 0.999986085237649 0.005007823621845 -0.001611613072686 -0.000392093050609
1.250045061111450 13.611289882262241 0.384820620107724 -0.613575109227042 0.999989267847036 0.004468725597672 -0.001182545439531 -0.000310271764544
1.354206085205078 14.969142698824935 0.386739970782952 -0.602282570173907 0.999985696704099 0.005336874151860 0.000047375518600 -0.000349166245981
1.458389997482300 16.281751604019792 0.388539534445861 -0.589622486247176 0.999971268622874 0.007492550622040 0.000987780459661 -0.000589833622871
1.562574148178101 17.659925417912202 0.383108338501213 -0.566957417053474 0.999960492472903 0.008880795116452 0.000244743626491 -0.000291671062377
1.666757106781006 19.016600351625254 0.392152019081524 -0.554074485915746 0.999957153594293 0.009215109652222 -0.000856556714447 -0.000197586168519
1.770961999893188 20.384534347764635 0.396682440428917 -0.517064202057592 0.999965857018109 0.008187287978012 -0.001039920916106 -0.000414340552330
1.875168085098267 21.695851659030062 0.409749538248943 -0.510150550191194 0.999976407568709 0.006782166944597 -0.000440012004590 -0.000996447164502
1.979375123977661 23.063460237762715 0.415529243866312 -0.499824147436873 0.999978501002718 0.006209748863941 0.001544153387854 -0.001432529831873
2.083559036254883 24.476576803332069 0.416039400404558 -0.503172892924124 0.999967714171351 0.007655715560952 0.002083884471717 -0.001272029749074
2.187742948532104 25.840124322364094 0.415215341086660 -0.488015795012320 0.999952671764481 0.009468018489403 0.001826679123774 -0.001293870294832
2.291923999786377 27.237040640273779 0.419722524333332 -0.481507257677531 0.999949375824990 0.009990483100516 0.000570526864291 -0.001053818641663
2.396080970764160 28.609486491148257 0.423943021912309 -0.452342787854535 0.999949820682365 0.009903996981737 -0.000235587083284 -0.001487097783418
2.500281095504761 29.987770643529078 0.431645998707021 -0.440757104955531 0.999962407927569 0.008462632351725 -0.000809667934360 -0.001706172093496
2.604463100433350 31.376482924507982 0.440886160173776 -0.425266642268389 0.999966566317853 0.007788273037002 -0.001635139343073 -0.001880257671706
2.708580970764160 32.707822492151493 0.440799639354740 -0.409617793171254 0.999970456204729 0.007195093153092 -0.001602124591907 -0.002179575420822
2.812741041183472 34.122341174827845 0.437326254266264 -0.384227825754714 0.999971897211120 0.007180518616380 -0.000843245881506 -0.001983400306230
2.916898965835571 35.501138492472293 0.435193449377052 -0.370035859743254 0.999976255722208 0.006641868591125 -0.000021832730344 -0.001836599232980
3.021034002304077 36.905546818852947 0.437884736834237 -0.357332393101128 0.999980968301062 0.005896815506249 0.000398888216123 -0.001769601860569
3.125191926956177 38.235691021703794 0.445550201994213 -0.344581370585364 0.999986773184321 0.004675439900597 0.000298455574799 -0.002122414288688
3.229351997375488 39.632354653601332 0.447662955016906 -0.331818533494345 0.999991995937329 0.003411313405035 0.000501248627521 -0.002029717207194
3.333487033843994 41.081133957821912 0.445603667224336 -0.316343547714950 0.999995115998883 0.002560266485704 0.000540416173150 -0.001709082870973
3.437619924545288 42.481052432950513 0.457343669119991 -0.304590307213022 0.999993510791456 0.003167184837064 0.000666061026585 -0.001582301454691
3.541756153106689 43.905800085394837 0.456567236508268 -0.290293722151741 0.999992760790271 0.003617374718582 0.000445308877548 -0.001093008325102
3.645867109298706 45.319807931336008 0.465265385684163 -0.271621043467283 0.999992706934272 0.003674421347088 0.000728949579109 -0.000743867286524
3.750003099441528 46.737170168906161 0.462243947346493 -0.257389688871656 0.999992808850781 0.003617301447155 0.001138818495425 -0.000021665623509
3.854135990142822 48.146498782603906 0.465399739389415 -0.242203104162601 0.999993425968052 0.003362469285325 0.001290210436005 0.000420925185354
3.958254098892212 49.505817322690781 0.478874899745060 -0.229312138276469 0.999993634421793 0.003129784799259 0.001462033140082 0.000893320826657
4.062390089035034 50.947256032066647 0.488994066297888 -0.218371803068735 0.999992233217336 0.003081287793015 0.002021198182200 0.001397829906352
4.166516065597534 52.370947390565384 0.498388187589224 -0.209439679373021 0.999989042839802 0.003532742080961 0.002505226662072 0.001777012406766
4.270651102066040 53.806012551719434 0.514222004519215 -0.199973094483347 0.999983727541944 0.004567367308707 0.002736255326471 0.002048588287344
4.374787092208862 55.225862956017615 0.519452830721432 -0.186927835937605 0.999978348452378 0.005573977766083 0.002511165004889 0.002434635215498
4.478922128677368 56.597567509362101 0.528109706529076 -0.173374444986865 0.999974384641092 0.006141056877786 0.002724276020043 0.002468967852721
